record_id,tool_name,vendor,product,version,control_domain,control_objective,current_control_id,current_control_name,framework_alignment,deployment_scope,environment,coverage_level,effectiveness_score,operational_status,annual_cost_usd,utilization_percent,license_count,eol_date,notes
TM-0560,FIM,Tripwire,FIM from Tripwire,v2,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,35.7,Active,149434,60,13188,,
TM-0561,SMS Gateway,SMSEagle,SMS Gateway from SMSEagle,Latest,SOC,"Monitoring, detection, and response control coverage via SMS Gateway",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Cloud,Covered,37.1,Active,146268,72,22361,,
TM-0562,PAM and PRA,BeyondTrust,PAM and PRA from BeyondTrust,v2,Identity,Identity and privileged access controls for PAM and PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,73.1,Active,247945,75,20103,,
TM-0563,DAM,IBM,DAM from IBM,v2,Data,Data security and application protection with DAM,PR.DS,Data Security,NIST-CSF-2.0,Regional,Cloud,Covered,76.6,Active,239709,97,19261,,
TM-0564,Patch Management,Ivanti,Patch Management from Ivanti,v3,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,CIS-v8.1,Regional,Production,Covered,38.9,Active,351021,51,20342,,
TM-0565,Password Policy Enforcement,Nfront,Password Policy Enforcement from Nfront,v2,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,CIS-v8.1,Enterprise-wide,On-Prem,Missing,47.6,Active,223855,41,13570,,
TM-0566,Digital Risk Protection,Group IB,Digital Risk Protection from Group IB,Latest,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,On-Prem,Partial,41.5,Active,293404,50,11213,,
TM-0567,Network Packet Broker,Keysight,Network Packet Broker from Keysight,Latest,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Enterprise-wide,Production,Partial,51.8,Under Review,463474,71,12942,,
TM-0568,Data Privacy,BigID,Data Privacy from BigID,Latest,SOC,"Monitoring, detection, and response control coverage via Data Privacy",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,On-Prem,Partial,84.2,Under Review,284476,35,23859,,
TM-0569,DLP,Digital Guardian,DLP from Digital Guardian,Latest,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Cloud,Partial,60.2,Active,404223,40,13421,,
TM-0570,EPP,Symantec,EPP from Symantec,v3,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,46.1,Active,202967,47,17433,,
TM-0571,WAF,Array Networks,WAF from Array Networks,v1,Network,Network boundary and segmentation controls enabled by WAF,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,74.9,Under Review,202720,47,18027,,
TM-0572,GRC,Whitehats,GRC from Whitehats,v2,Data,Data security and application protection with GRC,PR.DS,Data Security,CIS-v8.1,HQ + Branches,Production,Partial,75.5,Active,374747,86,24168,,
TM-0573,DLP,McAfee,DLP from McAfee,v1,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Production,Covered,80.4,Active,190539,76,13135,,
TM-0574,Password Policy Enforcement,Netwrix,Password Policy Enforcement from Netwrix,v2,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,43.9,Active,188393,92,1259,,
TM-0575,SSO,Imprivata,SSO from Imprivata,v2,SOC,"Monitoring, detection, and response control coverage via SSO",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Production,Missing,86.7,Active,304810,87,1711,,
TM-0576,VPN,Pulse Secure,VPN from Pulse Secure,v1,SOC,"Monitoring, detection, and response control coverage via VPN",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Hybrid,Covered,47.8,Active,369066,81,10121,,
TM-0577,EPP,SentinelOne,EPP from SentinelOne,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Partial,85,Under Review,253526,56,3124,,
TM-0578,Firewalls,Fortinet,Firewalls from Fortinet,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,CIS-v8.1,Regional,Cloud,Partial,62.6,Planned,168878,41,21202,,
TM-0579,FortiAnalyzer,Unknown Vendor,FortiAnalyzer,Latest,SOC,"Monitoring, detection, and response control coverage via FortiAnalyzer",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,35.5,Planned,332127,72,7179,,
TM-0580,Email Security,Barracuda,Email Security from Barracuda,Latest,Email,Email threat prevention and response via Email Security,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Covered,52.1,Active,83949,45,17328,,
TM-0581,Firewalls,Fortinet,Firewalls from Fortinet and Palo Alto,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Partial,84.3,Active,156558,49,3043,,
TM-0582,Firewalls,Palo Alto,Firewalls from Fortinet and Palo Alto,v1,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Partial,74.5,Active,173096,42,3832,,
TM-0583,FortiSIEM and FortiSOAR,Unknown Vendor,FortiSIEM and FortiSOAR,Latest,SOC,"Monitoring, detection, and response control coverage via FortiSIEM and FortiSOAR",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Hybrid,Partial,37.7,Active,211528,62,8437,,
TM-0584,Deep Security and EPP,Trend Micro,Deep Security and EPP from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using Deep Security and EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,Enterprise-wide,Production,Missing,46.1,Under Review,227384,42,22389,,
TM-0585,EPP,Trend Micro,EPP from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,77.6,Active,298512,55,2559,,
TM-0586,XDR,Trend Micro,XDR from Trend Micro,Latest,SOC,"Monitoring, detection, and response control coverage via XDR",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Hybrid,Covered,71.9,Active,254657,48,15282,,
TM-0587,Enail Security,Proofpoint,Enail Security from Proofpoint,v2,SOC,"Monitoring, detection, and response control coverage via Enail Security",DE.CM,Security Continuous Monitoring,CIS-v8.1,BU-specific,Hybrid,Partial,47.2,Active,207132,56,918,,
TM-0588,FIM,Netwrix,FIM from Netwrix,v1,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Production,Missing,63.9,Active,228262,90,15138,,
TM-0589,Firewalls,Palo Alto,Firewalls from Palo Alto,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,67.9,Under Review,228806,64,11633,,
TM-0590,WAF and Email Security,Barracuda,WAF and Email Security from Barracuda,v1,Data,Data security and application protection with WAF and Email Security,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Covered,62.4,Active,364854,94,22854,,
TM-0591,Web Security,Forcepoint,Web Security from Forcepoint,v1,SOC,"Monitoring, detection, and response control coverage via Web Security",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Production,Missing,81.2,Active,251749,59,20265,,
TM-0592,SIEM,Elastic,SIEM from Elastic,v1,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,Hybrid,Covered,82.4,Active,246292,48,9037,,
TM-0593,Security Scoring,Black Kite,Security Scoring from Black Kite,v2,SOC,"Monitoring, detection, and response control coverage via Security Scoring",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,54.2,Under Review,375365,82,727,,
TM-0594,"EPP, Firewalls, and Email Security",Check Point,"EPP, Firewalls, and Email Security from Check Point",Latest,Endpoint,"Endpoint protection and workload hardening using EPP, Firewalls, and Email Security",CIS-10,Malware Defenses,CIS-v8.1,Regional,On-Prem,Covered,89.9,Active,280344,35,15727,,
TM-0595,PAM,Delinea,PAM from Delinea,Latest,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Covered,82.4,Active,217144,71,5273,,
TM-0596,Adaptive MFA,Okta,Adaptive MFA,v1,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Partial,92.3,Active,102992,59,11697,,
TM-0597,Entra ID P2,Microsoft,Entra ID P2,v1,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,CIS-v8.1,BU-specific,Hybrid,Partial,79.4,Active,249922,43,8453,,
TM-0598,PAM,CyberArk,PAM,v1,Identity,Identity and privileged access governance,PR.AA,Privileged Access Management,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Partial,82.9,Active,275229,66,10642,,
TM-0599,IdentityIQ,SailPoint,IdentityIQ,v1,Identity,Identity lifecycle and provisioning,CIS-5,Account Management,NIST-CSF-2.0,BU-specific,Cloud,Partial,66.6,Under Review,188178,68,20655,,
TM-0600,PingFederate,Ping Identity,PingFederate,v3,Identity,Identity lifecycle and provisioning,CIS-5,Access Governance,CIS-v8.1,BU-specific,Production,Covered,90.7,Active,172003,46,23961,,
TM-0601,Falcon Insight XDR,CrowdStrike,Falcon Insight XDR,v1,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,Cloud,Covered,44.3,Active,159429,94,684,,
TM-0602,Singularity Complete,SentinelOne,Singularity Complete,Latest,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Covered,63,Active,180547,38,21810,,
TM-0603,Defender for Endpoint,Microsoft,Defender for Endpoint,v2,Endpoint,Endpoint protection and hardening,PR.PS,Platform Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,76.3,Under Review,227647,76,13310,,
TM-0604,VMDR,Qualys,VMDR,Latest,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,CIS-v8.1,BU-specific,Hybrid,Missing,54.3,Under Review,164881,58,7289,,
TM-0605,Nessus / Tenable.sc,Tenable,Nessus / Tenable.sc,v1,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,NIST-CSF-2.0,BU-specific,Cloud,Partial,45.5,Planned,282258,52,24333,,
TM-0606,NGFW + Panorama,Palo Alto,NGFW + Panorama,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Regional,Production,Covered,54.9,Active,243798,46,14114,,
TM-0607,FortiGate + FortiManager,Fortinet,FortiGate + FortiManager,v1,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Covered,63.3,Planned,336972,42,740,,
TM-0608,Quantum Security Gateway,Check Point,Quantum Security Gateway,Latest,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,HQ + Branches,Cloud,Covered,96.1,Active,328026,75,7473,,
TM-0609,ZIA + ZPA,Zscaler,ZIA + ZPA,v3,Network,Secure access service edge and zero trust,PR.AC,Access Control,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Covered,42.1,Active,168667,77,3027,,
TM-0610,SSE,Netskope,SSE,v1,Network,Secure access service edge and zero trust,PR.AC,Access Control,CIS-v8.1,Regional,On-Prem,Covered,55.6,Active,221546,68,19558,,
TM-0611,Enterprise Security,Splunk,Enterprise Security,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Production,Partial,63.1,Active,154989,67,4957,,
TM-0612,QRadar SIEM,IBM,QRadar SIEM,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Covered,80.1,Active,240428,35,8701,,
TM-0613,Sentinel,Microsoft,Sentinel,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Hybrid,Partial,63,Planned,359854,53,20165,,
TM-0614,Cortex XSOAR,Palo Alto,Cortex XSOAR,Latest,SOC,Automated incident orchestration and response,RS.RP,Incident Response,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Partial,72.7,Active,216724,97,13189,,
TM-0615,SOAR Platform,Swimlane,SOAR Platform,v3,SOC,Automated incident orchestration and response,RS.RP,Incident Response,NIST-CSF-2.0,HQ + Branches,Production,Covered,75.2,Active,180019,64,14249,,
TM-0616,Purview DLP,Microsoft,Purview DLP,v2,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0,Regional,On-Prem,Covered,65.9,Under Review,199726,71,12413,,
TM-0617,DLP,Symantec,DLP,Latest,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0,Enterprise-wide,Production,Covered,53.9,Active,288052,42,16687,,
TM-0618,DAM + Data Security Fabric,Imperva,DAM + Data Security Fabric,v3,Data,Database and structured data protection,PR.DS,Data Security,CIS-v8.1,Regional,On-Prem,Missing,75.6,Active,321885,66,24269,,
TM-0619,Advanced WAF,F5,Advanced WAF,v3,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,On-Prem,Missing,74.6,Active,303280,42,12871,,
TM-0620,WAF + API Shield,Cloudflare,WAF + API Shield,v1,Data,Web and API application protection,PR.DS,Application Security,CIS-v8.1,Regional,Production,Covered,64,Active,214349,38,9105,,
TM-0621,CNAPP,Wiz,CNAPP,v3,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,BU-specific,Cloud,Partial,94,Active,376064,46,2471,,
TM-0622,Prisma Cloud,Prisma,Prisma Cloud,v2,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Partial,78.2,Active,351116,78,2504,,
TM-0623,Cloud Security Platform,Orca,Cloud Security Platform,v3,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,Enterprise-wide,Hybrid,Partial,58.5,Active,244816,92,2668,,
TM-0624,Cloud Permissions Firewall,Sonrai,Cloud Permissions Firewall,v2,Cloud,Cloud identity and entitlement governance,CIS-5,Account Management,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Partial,70.2,Active,433368,88,17848,,
TM-0625,CNAPP + Runtime,Aqua,CNAPP + Runtime,v1,Cloud,Kubernetes and container runtime protection,PR.PS,Platform Security,CIS-v8.1,HQ + Branches,Production,Covered,43.3,Active,247248,78,3578,,
TM-0626,Email Protection,Proofpoint,Email Protection,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Partial,36.8,Under Review,81905,88,3661,,
TM-0627,Email Security Cloud,Mimecast,Email Security Cloud,v2,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,CIS-v8.1,Regional,Hybrid,Covered,40,Active,149867,39,19394,,
TM-0628,Defender for Office 365,Microsoft,Defender for Office 365,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0,Regional,Production,Covered,76.6,Active,111758,92,1196,,
TM-0629,Email Protection,Barracuda,Email Protection,v3,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,93,Active,164042,46,8866,,
TM-0630,PRA,BeyondTrust,PRA from BeyondTrust,v1,Identity,Identity and privileged access controls for PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0,BU-specific,Cloud,Covered,88.9,Under Review,217236,66,1820,,
TM-0631,EPP,McAfee,EPP from McAfee,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Missing,45.8,Under Review,111047,80,23114,,
TM-0632,SIEM,QRadar,SIEM from QRadar,Latest,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,On-Prem,Partial,41.8,Under Review,410652,61,12914,,
TM-0633,Threat Intelligence Platform,Anomali,Threat Intelligence Platform from Anomali,Latest,SOC,"Monitoring, detection, and response control coverage via Threat Intelligence Platform",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Production,Partial,67.7,Active,233317,53,18086,,
TM-0634,Digital Risk Protection,CTM360,Digital Risk Protection from CTM360,v1,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,Production,Covered,63.8,Under Review,326495,87,5739,,
TM-0635,DAM,Imperva,DAM from Imperva,Latest,Data,Data security and application protection with DAM,PR.DS,Data Security,CIS-v8.1,HQ + Branches,Hybrid,Missing,91.4,Under Review,367917,58,438,,
TM-0636,EPP,Carbon Black,EPP from Carbon Black,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Covered,76.5,Active,144694,60,14813,,
TM-0637,Sandboxing,OPSWAT,Sandboxing from OPSWAT,v1,SOC,"Monitoring, detection, and response control coverage via Sandboxing",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,47.5,Active,371392,60,5913,,
TM-0638,Cybersecurity awareness training,OutThink,Cybersecurity awareness training from OutThink,Latest,SOC,"Monitoring, detection, and response control coverage via Cybersecurity awareness training",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Partial,83.3,Active,346302,85,23587,,
TM-0639,Email security,Proofpoint,Email security from Proofpoint,v3,Email,Email threat prevention and response via Email security,CIS-9,Email and Web Browser Protections,CIS-v8.1,HQ + Branches,On-Prem,Partial,44.3,Active,69784,65,5862,,
TM-0640,Vulnerability Management,Tenable,Vulnerability Management from Tenable,v2,Data,Data security and application protection with Vulnerability Management,PR.DS,Data Security,NIST-CSF-2.0,Enterprise-wide,Production,Partial,66.4,Active,167281,73,8254,,
TM-0641,GRC,Archer,GRC from Archer,v3,Data,Data security and application protection with GRC,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,67.8,Active,243029,53,12507,,
TM-0642,NDR,Darktrace,NDR from Darktrace,v3,SOC,"Monitoring, detection, and response control coverage via NDR",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Missing,37,Active,391672,59,7946,,
TM-0643,Web and API Protection,Invicti,Web and API Protection from Invicti,Latest,Data,Data security and application protection with Web and API Protection,PR.DS,Data Security,CIS-v8.1,HQ + Branches,Production,Covered,70.1,Under Review,200003,79,12348,,
TM-0644,IPS,Trend Micro TippingPoint,IPS from Trend Micro TippingPoint,v2,Network,Network boundary and segmentation controls enabled by IPS,CIS-12,Network Infrastructure Management,CIS-v8.1,HQ + Branches,On-Prem,Partial,70.8,Active,343840,68,11809,,
TM-0645,Deep Security,Trend Micro,Deep Security from Trend Micro,v2,Endpoint,Endpoint protection and workload hardening using Deep Security,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Covered,72.2,Active,273710,83,7196,,
TM-0646,Sandbox,Trend Micro,Sandbox from Trend Micro,v1,SOC,"Monitoring, detection, and response control coverage via Sandbox",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Hybrid,Partial,57,Under Review,137693,91,8610,,
TM-0647,Data classification,Boldon James,Data classification from Boldon James,v1,Data,Data security and application protection with Data classification,PR.DS,Data Security,CIS-v8.1,BU-specific,Cloud,Covered,38.6,Active,181940,54,2233,,
TM-0648,PAM,Arcon,PAM from Arcon,v1,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,CIS-v8.1,Enterprise-wide,Cloud,Covered,68.9,Active,226355,61,12927,,
TM-0649,Algosec,Unknown Vendor,Algosec,Latest,SOC,"Monitoring, detection, and response control coverage via Algosec",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,On-Prem,Partial,97.1,Active,241626,71,20231,,
TM-0650,SASE,Palo Alto,SASE from Palo Alto,v1,Network,Network boundary and segmentation controls enabled by SASE,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Partial,86.1,Active,211819,53,24239,,
TM-0651,Password Policy Enforcer,Netwrix,Password Policy Enforcer from Netwrix,v2,Identity,Identity and privileged access controls for Password Policy Enforcer,PR.AA,Identity and Access Management,CIS-v8.1,Enterprise-wide,Hybrid,Covered,38,Planned,174312,49,18603,,
TM-0652,Endpoint issue management,Nexthink,Endpoint issue management from Nexthink,v1,Endpoint,Endpoint protection and workload hardening using Endpoint issue management,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Covered,70.7,Active,213359,56,2027,,
TM-0653,Device and App Control,DriveLock,Device and App Control from DriveLock,v3,SOC,"Monitoring, detection, and response control coverage via Device and App Control",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,54.7,Active,201861,67,16828,,
TM-0654,File security,Reversing Labs,File security from Reversing Labs,v2,Data,Data security and application protection with File security,PR.DS,Data Security,NIST-CSF-2.0,Regional,On-Prem,Covered,95.6,Under Review,243365,94,13374,,
TM-0655,Firewalls,Check Point,Firewalls from Check Point and Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,44.3,Active,388689,53,10952,,
TM-0656,Firewalls,Palo Alto,Firewalls from Check Point and Palo Alto,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Regional,On-Prem,Covered,53.1,Active,389217,49,6053,,
TM-0657,NPM,SolarWinds,NPM from SolarWinds,v2,Network,Network boundary and segmentation controls enabled by NPM,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Enterprise-wide,Hybrid,Partial,54.6,Active,493030,61,22652,,
TM-0658,Network Packet Broker,Gigamon,Network Packet Broker from Gigamon,v2,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,BU-specific,Hybrid,Covered,84.7,Active,342790,75,1170,,
TM-0659,Patch Management,Qualys,Patch Management from Qualys,Latest,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,NIST-CSF-2.0,Enterprise-wide,Production,Covered,53.8,Active,341131,91,16831,,
TM-0660,MFT,GoAnywhere,MFT from GoAnywhere,v1,Data,Data security and application protection with MFT,PR.DS,Data Security,CIS-v8.1,Regional,Hybrid,Covered,81.3,Planned,257796,87,23747,,
TM-0661,WAF,Barracuda,WAF from Barracuda,v3,Data,Data security and application protection with WAF,PR.DS,Data Security,CIS-v8.1,Enterprise-wide,Hybrid,Partial,83.7,Active,339736,81,20169,,
TM-0662,API Security,Symantec,API Security from Symantec,v2,Data,Data security and application protection with API Security,PR.DS,Data Security,CIS-v8.1,Regional,Hybrid,Covered,48.5,Active,227811,89,1511,,
TM-0663,Data Classification,Fortra,Data Classification from Fortra,v3,Data,Data security and application protection with Data Classification,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Partial,64.9,Active,193321,84,3725,,
TM-0664,PGP,Symantec,PGP from Symantec,Latest,SOC,"Monitoring, detection, and response control coverage via PGP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Covered,95.9,Active,370661,76,23528,,
TM-0665,Email Gateway,OPSWAT,Email Gateway from OPSWAT,v2,Email,Email threat prevention and response via Email Gateway,CIS-9,Email and Web Browser Protections,CIS-v8.1,HQ + Branches,Cloud,Partial,79.1,Planned,137915,68,6001,,
TM-0666,Firewalls,Check Point,Firewalls from Check Point,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,CIS-v8.1,Enterprise-wide,On-Prem,Missing,92.8,Active,474285,82,7519,,
TM-0667,DLP,Forcepoint,DLP from Forcepoint,v2,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,CIS-v8.1,BU-specific,On-Prem,Partial,52.3,Active,352924,65,18455,,
TM-0668,EPM and PRA,BeyondTrust,EPM and PRA from BeyondTrust,v3,Identity,Identity and privileged access controls for EPM and PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Partial,79,Active,164102,72,20358,,
TM-0669,EPP,ESET,EPP from ESET,v3,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,Enterprise-wide,Production,Partial,46.6,Active,265145,35,5097,,
TM-0670,DAM and DSF,Imperva,DAM and DSF from Imperva,v3,Data,Data security and application protection with DAM and DSF,PR.DS,Data Security,CIS-v8.1,Enterprise-wide,Production,Covered,67.5,Planned,339284,83,21192,,
TM-0671,CLM,Keyfactor,CLM from Keyfactor,Latest,SOC,"Monitoring, detection, and response control coverage via CLM",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,On-Prem,Missing,43.4,Active,299603,55,7131,,
TM-0672,DNS Security,Cloudflare,DNS Security from Cloudflare,v1,SOC,"Monitoring, detection, and response control coverage via DNS Security",DE.CM,Security Continuous Monitoring,CIS-v8.1,BU-specific,Hybrid,Covered,58.8,Under Review,293131,36,691,,
TM-0673,DevSecOps,Checkmarx,DevSecOps from Checkmarx,v2,SOC,"Monitoring, detection, and response control coverage via DevSecOps",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Hybrid,Covered,88.7,Active,306749,72,3833,,
TM-0674,User Authentication and Authorization,RSA,User Authentication and Authorization from RSA,v3,SOC,"Monitoring, detection, and response control coverage via User Authentication and Authorization",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Production,Partial,62.4,Planned,259760,77,3068,,
TM-0675,EPP,Ivanti,EPP from Ivanti,v2,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,BU-specific,Cloud,Partial,59.1,Active,159998,48,20623,,
TM-0676,PAM,BeyondTrust,PAM from BeyondTrust,v2,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,CIS-v8.1,Regional,On-Prem,Partial,36.8,Planned,140421,63,6298,,
TM-0677,Application Security,Burp Suite,Application Security from Burp Suite,Latest,SOC,"Monitoring, detection, and response control coverage via Application Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,55.4,Active,326439,79,17746,,
